Test Case,Input,Maximum Subarray Sum,Branch_Coverage,Statement_Coverage,Function_Coverage,Execution_Time,Adequacy_Score,Adequacy_Label
216,"[-47, 25]",25,93.75,52.38095238,50.00%,1e-09,34.514285713899994,low
217,"[-17, 37]",37,93.75,52.38095238,50.00%,0.000538349,34.514231879099995,low
218,[77],77,87.5,19.04761905,50.00%,0.000999689,23.2641857461,low
219,"[-55, -22, -39, -5, -96, 74]",74,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
220,[88],88,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
221,"[-95, -4, 44, 0, -32]",44,95.23809524,61.9047619,100.00%,0.001999617,37.7188476563,high
222,"[70, -66, 21, -54, 26, -9, -33]",70,94.73684211,57.14285714,100.00%,0.002001047,36.1900254593,high
223,"[-76, -79, -45, 46, 1, 80]",127,95.23809524,61.9047619,100.00%,0.001000166,37.7189476014,high
224,"[75, 57, 8, -48, -4, -24, 42, 99, -11]",205,94.73684211,57.14285714,100.00%,0.001000166,36.1901255474,high
225,"[9, 16, 84, 39, 56, 54, 49, 61, 42]",410,94.44444444,57.14285714,100.00%,0.001098394,36.1316361906,mid
226,"[-97, -4]",-4,93.75,52.38095238,50.00%,0.000195265,34.5142661875,low
227,"[47, -89, -51, 63, -31, 15, 87, -8, -3, -61]",134,95.23809524,61.9047619,100.00%,0.001013756,37.7189462424,high
228,"[-32, -94, -56, -91, 4, 37, -43]",41,95.23809524,61.9047619,100.00%,0.000918865,37.7189557315,high
229,"[-42, 25, 38, 34, 57, 88, -44, 52, 26]",276,95.23809524,61.9047619,100.00%,0.002012253,37.7188463927,high
230,"[-95, 42, 68, -39, -9, -79, -13, -95, -68]",110,95.23809524,61.9047619,100.00%,0.001002789,37.7189473391,high
231,"[-1, -80, -32, -97, 86, -25, 56, -66]",117,95.23809524,61.9047619,100.00%,0.000998497,37.7189477683,high
232,"[56, 31]",87,94.44444444,57.14285714,100.00%,0.001122713,36.1316337587,mid
233,"[-71, 7, 72, -50]",79,95.23809524,61.9047619,100.00%,0.001013279,37.7189462901,high
234,"[-37, 47, -43, -44, -51, 57, 14, -17, -40]",71,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
235,"[32, 23, 54, 65]",174,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
236,"[-45, -53, -12, 20, -13]",20,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
237,"[82, 93, -32, -32]",175,94.73684211,57.14285714,100.00%,0.001002073,36.1901253567,high
238,"[21, -92, 23, 41]",64,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
239,"[-81, 65, -62, -88, -53, 23]",65,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
240,"[-19, 66, 20, 94, 49, -89, -3, -86, -44]",229,95.23809524,61.9047619,100.00%,0.000953913,37.7189522267,high
241,"[-95, 9, 59, 50, 31]",149,95.0,61.9047619,100.00%,0.001003742,37.6713281958,high
242,[43],43,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
243,"[3, -32, 27, -62, -99]",27,95.23809524,61.9047619,100.00%,0.000812292,37.7189663888,high
244,"[13, 2, -29, -96, 71]",71,95.23809524,61.9047619,100.00%,0.001000404,37.7189475776,high
245,"[-86, -34, 97, -62, 43, 27, 45, -35]",150,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
246,"[14, 100, -78, -18, 90, -28, -54, 1, 88, 55]",170,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
247,"[74, -15, -37]",74,94.11764706,52.38095238,100.00%,0.001000881,34.6377150379,mid
248,"[45, 14, -3, -11, -51, -30, 46, 89, -35]",135,95.23809524,61.9047619,100.00%,0.001498222,37.7188977958,high
249,"[-87, 22, 64, -42, -58, 92, 41, -66]",133,95.23809524,61.9047619,100.00%,0.001059294,37.7189416886,high
250,"[61, 72, 97]",230,94.44444444,57.14285714,100.00%,0.00105834,36.13164019599999,mid
251,"[41, 55, -17, 51, -16, 62]",176,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
252,"[76, -50]",76,94.11764706,52.38095238,100.00%,0.000999928,34.6377151332,mid
253,"[10, 67, 67, 9, -72, -84]",153,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
254,"[30, -37, 79, -32, 40, -68]",87,95.23809524,61.9047619,100.00%,0.000483274,37.7189992906,high
255,"[-33, -91, 58, -85, 71, 21, 87, 22]",201,95.23809524,61.9047619,100.00%,0.000999689,37.7189476491,high
256,"[-28, 57, 16, -57, 21, -31, -16, -4, -54]",73,95.23809524,61.9047619,100.00%,0.001000643,37.7189475537,high
257,"[53, 93, -88, -46, -90, -71, 95, 50, -79]",146,95.23809524,61.9047619,100.00%,0.001000643,37.7189475537,high
258,"[-52, -4, -55, 91, -71, 52, 94, -62]",166,95.23809524,61.9047619,100.00%,0.000952005,37.7189524175,high
259,"[-98, -32, 58, -97, -44, -31, -68, 33, 51]",84,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
260,"[73, -99, 11, -26]",73,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
261,"[74, -93, 64, -96, 3, -69, 4, 27]",74,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
262,"[77, -40, -19, 86, -42, 62, 8, 96]",228,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
263,"[61, 95, 17, 68, -68, -56, 58]",241,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
264,"[92, 15, 66, 33, -56]",206,94.73684211,57.14285714,100.00%,0.00100112,36.190125452,high
265,"[-8, 18, -21, 81, 23, 96]",200,95.23809524,61.9047619,100.00%,0.000941277,37.7189534903,high
266,"[-97, 82, 57, 22, -76, -18]",161,95.23809524,61.9047619,100.00%,0.00100112,37.718947506,high
267,"[77, 35, 41]",153,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
268,"[-51, -8, 34, -66, -89, -93, 33, 83]",116,95.23809524,61.9047619,100.00%,0.00059247,37.718988371,high
269,"[64, -70, 90, 53, 86, -33, 26, 24, 19, -40]",265,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
270,"[26, 30]",56,94.44444444,57.14285714,100.00%,0.000999928,36.13164603719999,mid
271,"[63, -61, 91, -55, -60, 16, 24, -34, -61]",93,95.23809524,61.9047619,100.00%,0.001000881,37.7189475299,high
272,"[-81, 22, -60, -24, -50]",22,95.23809524,61.9047619,100.00%,0.000570774,37.7189905406,high
273,"[4, -11, 92, 54]",146,95.23809524,61.9047619,100.00%,0.000925303,37.7189550877,high
274,"[-40, 54]",54,93.75,52.38095238,50.00%,1e-09,34.514285713899994,low
275,"[23, 85, -50, 85, -82, 67, -46, -90]",143,94.73684211,57.14285714,100.00%,0.00100112,36.190125452,high
276,"[-30, 71, 55, 87, 20]",233,95.0,61.9047619,100.00%,0.001003742,37.6713281958,high
277,"[-55, 73, 81, 36]",190,95.0,61.9047619,100.00%,0.000998497,37.6713287203,high
278,"[-72, -22, 20, 88, 78, -59, 19, -82, 57]",186,95.23809524,61.9047619,100.00%,0.001625538,37.7188850642,high
279,"[79, 61, -82, 86, 64, -34, 86, 65, 32, -16]",357,94.73684211,57.14285714,100.00%,0.001001596,36.19012540439999,high
280,"[20, 51, 31, 79]",181,94.44444444,57.14285714,100.00%,0.00100112,36.131645918,mid
281,"[10, -49, 13, 83]",96,95.23809524,61.9047619,100.00%,0.001000166,37.7189476014,high
282,[-17],-17,87.5,19.04761905,50.00%,0.000998259,23.2641858891,low
283,"[-38, 32, -30, -23, -88, 86, -58, 64, 66]",158,95.23809524,61.9047619,100.00%,0.002036333,37.7188439847,high
284,"[47, 74]",121,94.44444444,57.14285714,100.00%,0.000998259,36.1316462041,high
285,"[-31, 60, -84, 84, 84, -39, 29, -9, -81]",168,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
286,"[25, -56, -53, 2, -49, 27, 51]",78,95.23809524,61.9047619,100.00%,0.00099802,37.718947816,high
287,"[63, 80, 35, -24, -54, -93]",178,94.73684211,57.14285714,100.00%,0.00255537,36.189970027,high
288,"[-13, 91, 60, -75, -87, -25, 73, -64, 21, -34]",151,95.23809524,61.9047619,100.00%,0.001063347,37.7189412833,high
289,"[-75, -45, 35, 49]",84,95.0,61.9047619,100.00%,0.000559807,37.6713725893,high
290,"[-8, 44, -42, -30, 87, 32, 64, -40]",183,95.23809524,61.9047619,100.00%,0.001185894,37.7189290286,high
291,"[92, 58, 51, 24, -50, -100, 39, 86, 18]",225,94.73684211,57.14285714,100.00%,0.000999928,36.19012557119999,high
292,"[-89, 11, -23, -74, -68, 7]",11,95.23809524,61.9047619,100.00%,0.001000643,37.7189475537,high
293,"[-92, -87, 6]",6,93.75,52.38095238,50.00%,0.00100112,34.514185602,low
294,"[-5, 0, 59]",59,95.0,61.9047619,100.00%,0.001029015,37.6713256685,high
295,"[72, 28, 42, -2, 9, -100, -32]",149,94.73684211,57.14285714,100.00%,0.001000643,36.1901254997,high
296,"[-42, 74, 81, 30, 44, 97, 71, -75]",397,95.23809524,61.9047619,100.00%,0.001000643,37.7189475537,high
297,"[-40, -42, -71, -96, -37, 93, 39, 34, 15]",181,95.23809524,61.9047619,100.00%,0.001099348,37.7189376832,high
298,[-55],-55,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
299,"[3, -95, -68, -52, -85, -74, -47, -4, 95, -67]",95,95.23809524,61.9047619,100.00%,0.000997066,37.7189479114,high
300,"[-22, -54, 69, -5, 7, 19, 64]",154,95.23809524,61.9047619,100.00%,0.001002312,37.7189473868,high
301,[-62],-62,87.5,19.04761905,50.00%,0.000999212,23.2641857938,low
302,"[26, 32, -88, -21, 16, 13, -69, 41, -60, 5]",58,95.23809524,61.9047619,100.00%,0.000998974,37.7189477206,high
303,"[9, 97, -79, 60, 30, 34, -59, 58, 89]",239,94.73684211,57.14285714,100.00%,0.001000404,36.1901255236,high
304,"[-59, 25, 1, -87, 23]",26,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
305,"[40, -24, -19, -30, -13, 44, 27, -15, 98]",154,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
306,"[-15, -62]",-15,93.33333333,47.61904762,50.00%,0.000999689,33.00228098309999,low
307,"[11, 48, -34, -83, -47, 43]",59,95.23809524,61.9047619,100.00%,0.001440763,37.7189035417,high
308,"[61, 74, 100, 89, -74, -78, -15, -9]",324,94.73684211,57.14285714,100.00%,0.002001762,36.19002538779999,high
309,"[30, -38, 28]",30,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
310,"[-98, -46, -39, -72]",-39,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
311,[-63],-63,87.5,19.04761905,50.00%,0.001000404,23.2641856746,low
312,"[-5, 42, 28, 80, 42, -73, -83]",192,95.23809524,61.9047619,100.00%,0.000999212,37.7189476968,high
313,"[82, -68, -59, 13]",82,94.73684211,57.14285714,100.00%,0.001000166,36.1901255474,high
314,"[-7, 40, 16, 40, 6, -30, 96]",168,95.23809524,61.9047619,100.00%,0.001002789,37.7189473391,high
315,[79],79,87.5,19.04761905,50.00%,0.000999689,23.2641857461,low
316,"[62, -13, 98, 53, -24, -74]",200,94.73684211,57.14285714,100.00%,0.000996351,36.1901259289,high
317,"[-63, -90, -96]",-63,93.33333333,47.61904762,50.00%,0.001070738,33.00227387819999,low
318,"[-87, -11]",-11,93.75,52.38095238,50.00%,0.000999689,34.514185745099994,low
319,"[98, 74, -79, 78, -25]",172,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
320,"[-79, -18, 51, 92, -29, -51]",143,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
321,"[-15, 56, 23, 61]",140,95.0,61.9047619,100.00%,1e-09,37.6714285699,high
322,[-81],-81,87.5,19.04761905,50.00%,0.002003431,23.2640853719,low
323,"[12, 84, -71]",96,94.73684211,57.14285714,100.00%,1e-09,36.19022556389999,high
324,"[-3, -9, -65, -95]",-3,93.33333333,47.61904762,50.00%,0.000999928,33.00228095919999,low
325,"[-10, 22, -48, -7, 85, 77, -53, -89, -35, 66]",162,95.23809524,61.9047619,100.00%,0.001000881,37.7189475299,high
326,"[-40, -28, -45, -9, 78, 69, 84, -10]",231,95.23809524,61.9047619,100.00%,0.001000404,37.7189475776,high
327,"[-100, -75, -3, -1, 54]",54,93.75,52.38095238,50.00%,0.000653505,34.514220363499994,low
328,"[-100, -12, -41, 27, 4, -26, -81, -51]",31,95.23809524,61.9047619,100.00%,0.00079155,37.718968463,high
329,"[57, -61, -70, -11]",57,94.73684211,57.14285714,100.00%,0.001006603,36.1901249037,high
330,"[-100, -58, -52, 47, -70, 41]",47,95.23809524,61.9047619,100.00%,0.001100063,37.7189376117,high
331,"[-91, -2, -3, -67, -16, 35, 95, 9, 76]",215,95.23809524,61.9047619,100.00%,0.001039267,37.7189436913,high
332,"[-27, 26, 98, -8, 54]",170,95.23809524,61.9047619,100.00%,1e-09,37.7190476179,high
333,"[42, 20, 48]",110,94.44444444,57.14285714,100.00%,0.00100112,36.131645918,mid
334,"[-56, -4, 43, -89, 14, 67, 33, 76, 80]",270,95.23809524,61.9047619,100.00%,0.000999451,37.7189476729,high
335,"[83, -9, -85]",83,94.11764706,52.38095238,100.00%,1e-09,34.6378151259,mid
336,"[82, 27, 12, 92, -89, -55, 49]",213,94.73684211,57.14285714,100.00%,0.000999212,36.1901256428,high
337,"[-79, 69, 60, 65, -80, 90, 14, 31]",249,95.23809524,61.9047619,100.00%,0.00099802,37.718947816,high
338,"[-71, -61, 74, -44, -5, 38]",74,95.23809524,61.9047619,100.00%,0.000999928,37.7189476252,high
339,"[38, 58, -7, 44, -3, 18, -41, 4]",148,94.73684211,57.14285714,100.00%,0.001000643,36.1901254997,high
340,"[-84, 0, -55, 84, 87, 11, 9]",191,95.23809524,61.9047619,100.00%,0.000998974,37.7189477206,high
341,"[-1, 35, 98]",133,95.0,61.9047619,100.00%,0.001003742,37.6713281958,high
342,"[73, 31, -41, 97, 91, 77, -27]",328,94.73684211,57.14285714,100.00%,0.000999928,36.19012557119999,high
343,"[55, 93, -32, -60, -31, -9]",148,94.73684211,57.14285714,100.00%,0.001000404,36.1901255236,high
344,"[-61, 94, 69, 96, 61, 70]",390,95.0,61.9047619,100.00%,0.001190901,37.6713094799,high
345,[80],80,87.5,19.04761905,50.00%,0.000657082,23.2642200068,low
346,"[74, -20, -61]",74,94.11764706,52.38095238,100.00%,0.001000643,34.6377150617,mid
347,"[-58, -28, -65, -2, -68, -27, -63]",-2,94.11764706,52.38095238,50.00%,0.00158143,34.587656982999995,mid
348,"[39, -69, -98, -90]",39,94.73684211,57.14285714,100.00%,0.000569344,36.1901686296,high
349,"[-35, 44, -94, -18, 88, -96, -27, -83]",88,95.23809524,61.9047619,100.00%,0.000999689,37.7189476491,high
350,[82],82,87.5,19.04761905,50.00%,0.001146078,23.2641711072,low
351,"[-29, -16, -81, -83, -1, -49, -74, -12]",-1,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
352,"[-13, -7, -62, -24, -42]",-7,94.11764706,52.38095238,50.00%,0.001060486,34.58770907739999,mid
353,"[-55, -74, -6, -42, -67, -92, -100, -54, -34, -100]",-6,94.11764706,52.38095238,50.00%,0.001333952,34.58768173079999,mid
354,"[-8, -4]",-4,93.75,52.38095238,50.00%,0.001001358,34.5141855782,low
355,"[-78, -25, -60, -19, -55, -100, -64, -28]",-19,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
356,"[-73, -34, -82, -22, -71, -73, -83, -58]",-22,94.11764706,52.38095238,50.00%,0.001138449,34.5877012811,mid
357,"[-14, -2, -79, -51, -56, -7]",-2,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
358,[-50],-50,87.5,19.04761905,50.00%,0.000558138,23.2642299012,low
359,"[-15, -10]",-10,93.75,52.38095238,50.00%,0.001456499,34.5141400641,low
360,"[-78, -80, -51, -49, -38]",-38,94.11764706,52.38095238,50.00%,0.000522375,34.587762888499995,mid
361,"[-2, -46, -14, -33, -34, -71]",-2,93.33333333,47.61904762,50.00%,0.00066638,33.002314314,low
362,"[-12, -99, -92]",-12,93.33333333,47.61904762,50.00%,0.001033306,33.0022776214,low
363,"[-6, -27, -51, -36, -95, -5]",-5,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
364,"[-7, -74, -23, -55, -13, -94, -12]",-7,93.33333333,47.61904762,50.00%,0.001066923,33.002274259699995,low
365,"[-5, -45]",-5,93.33333333,47.61904762,50.00%,0.000999928,33.00228095919999,low
366,"[-11, -84, -11, -82, -37, -40]",-11,93.33333333,47.61904762,50.00%,0.00100255,33.002280697,low
367,"[-80, -55, -78, -94, -73, -24, -96, -53]",-24,94.11764706,52.38095238,50.00%,0.001069307,34.5877081953,mid
368,"[-36, -75]",-36,93.33333333,47.61904762,50.00%,0.001001596,33.00228079239999,low
369,"[-50, -33, -93, -68, -93, -43, -72, -31, -32]",-31,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
370,"[-58, -73, -92, -45, -86, -35, -42, -16, -16, -11]",-11,94.11764706,52.38095238,50.00%,0.000527143,34.5877624117,mid
371,"[-22, -87, -23, -13, -20, -32, -33, -58, -11]",-11,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
372,"[-15, -2, -7, -92]",-2,94.11764706,52.38095238,50.00%,0.00100255,34.587714871,mid
373,"[-54, -11, -5, -9, -61]",-5,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
374,"[-28, -73, -20, -9, -21]",-9,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
375,"[-76, -10, -74, -25]",-10,94.11764706,52.38095238,50.00%,0.000938416,34.5877212844,mid
376,"[-90, -32, -65, -10, -52, -18]",-10,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
377,"[-69, -80]",-69,93.33333333,47.61904762,50.00%,0.001000881,33.0022808639,low
378,"[-15, -23, -78, -17, -31, -67]",-15,93.33333333,47.61904762,50.00%,0.00100112,33.00228084,low
379,"[-26, -93, -38, -58, -34, -46]",-26,93.33333333,47.61904762,50.00%,0.00199914,33.002181038,low
380,"[-57, -52, -61, -15, -78, -99, -82]",-15,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
381,[-65],-65,87.5,19.04761905,50.00%,0.000997782,23.2641859368,low
382,"[-81, -30, -23, -16, -73, -82, -4, -73, -69, -49]",-4,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
383,"[-17, -97, -67]",-17,93.33333333,47.61904762,50.00%,0.001001358,33.0022808162,low
384,"[-67, -73, -50, -95]",-50,94.11764706,52.38095238,50.00%,0.000531912,34.58776193479999,mid
385,"[-78, -18, -56]",-18,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
386,[-66],-66,87.5,19.04761905,50.00%,0.001854897,23.2641002253,low
387,[-90],-90,87.5,19.04761905,50.00%,0.001000166,23.2641856984,low
388,"[-56, -70, -42, -90, -55, -52, -90, -82]",-42,94.11764706,52.38095238,50.00%,0.000936985,34.58772142749999,mid
389,[-58],-58,87.5,19.04761905,50.00%,0.001114368,23.2641742782,low
390,"[-54, -71]",-54,93.33333333,47.61904762,50.00%,0.001000166,33.002280935399995,low
391,"[-26, -83, -46, -36, -16, -80, -9, -10, -29]",-9,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
392,"[-3, -48, -53, -12, -31]",-3,93.33333333,47.61904762,50.00%,0.001045465,33.0022764055,low
393,"[-28, -6, -90, -99, -97, -7, -30]",-6,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
394,"[-2, -72, -7]",-2,93.33333333,47.61904762,50.00%,0.000999928,33.00228095919999,low
395,"[-62, -59, -80, -10, -69, -66]",-10,94.11764706,52.38095238,50.00%,0.005999804,34.5872151456,low
396,"[-58, -1, -51, -46, -55, -98, -91]",-1,94.11764706,52.38095238,50.00%,0.001075745,34.5877075515,mid
397,"[-72, -44]",-44,93.75,52.38095238,50.00%,0.000956059,34.5141901081,low
398,"[-75, -26, -67, -75, -88, -31, -96, -17, -82]",-17,94.11764706,52.38095238,50.00%,0.001093388,34.587705787199994,mid
399,"[-39, -52, -21, -54, -67, -50, -38, -19, -15]",-15,94.11764706,52.38095238,50.00%,0.001362085,34.58767891749999,mid
400,"[-34, -93, -68, -26, -53, -41]",-26,94.11764706,52.38095238,50.00%,0.001277208,34.58768740519999,mid
401,"[-49, -100, -38, -81, -24, -13, -88, -58]",-13,94.11764706,52.38095238,50.00%,0.001274586,34.5876876674,mid
402,"[-57, -48, -21, -81]",-21,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
403,"[-92, -35, -16, -16, -67, -61, -74]",-16,94.11764706,52.38095238,50.00%,0.001068354,34.5877082906,mid
404,[-65],-65,87.5,19.04761905,50.00%,0.000965118,23.2641892032,low
405,"[-49, -87, -7, -31, -58, -77, -6, -80, -73]",-6,94.11764706,52.38095238,50.00%,0.001001358,34.5877149902,mid
406,"[-29, -59, -18, -20, -40]",-18,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
407,"[-55, -82, -60, -35]",-35,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
408,"[-35, -39, -29, -83, -75, -69, -72, -78]",-29,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
409,"[-98, -31, -96, -3, -76, -62, -87, -10, -88, -18]",-3,94.11764706,52.38095238,50.00%,0.001102448,34.5877048812,mid
410,"[-89, -18, -91]",-18,94.11764706,52.38095238,50.00%,0.001001596,34.58771496639999,mid
411,"[-7, -53, -73, -26]",-7,93.33333333,47.61904762,50.00%,0.000822067,33.0022987453,low
412,"[-36, -19, -45, -59]",-19,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
413,"[-2, -27, -81, -29, -48, -78, -72, -2, -27, -93]",-2,93.33333333,47.61904762,50.00%,0.000999689,33.00228098309999,low
414,"[-99, -35]",-35,93.75,52.38095238,50.00%,0.001523972,34.5141333168,low
415,[-90],-90,87.5,19.04761905,50.00%,0.000999928,23.2641857222,low
416,"[-15, -65, -3]",-3,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
417,"[-41, -57, -15, -61, -85, -19, -11]",-11,94.11764706,52.38095238,50.00%,0.000531197,34.5877620063,mid
418,"[-71, -65, -12]",-12,93.75,52.38095238,50.00%,0.001000643,34.5141856497,low
419,"[-68, -48, -54, -98]",-48,94.11764706,52.38095238,50.00%,0.000926256,34.5877225004,mid
420,"[-5, -92, -96, -13, -26]",-5,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
421,"[-38, -35, -7, -23, -49, -68, -24, -56, -11, -64]",-7,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
422,"[-22, -81, -40, -4, -55]",-4,94.11764706,52.38095238,50.00%,0.000682831,34.5877468429,mid
423,"[-84, -17, -97]",-17,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
424,"[-98, -80, -17, -34, -46, -48, -88]",-17,94.11764706,52.38095238,50.00%,0.000995636,34.58771556239999,mid
425,"[-6, -43, -60, -65, -1, -17, -12, -77, -18]",-1,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
426,"[-16, -84, -42, -77, -71, -68, -77, -17, -54, -37]",-16,93.33333333,47.61904762,50.00%,0.001000404,33.0022809116,low
427,"[-39, -44, -89, -64, -59, -46, -36]",-36,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
428,"[-9, -72, -66, -72, -78, -66, -88, -31]",-9,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
429,"[-21, -23, -38, -82, -71, -59, -29, -98, -98]",-21,93.33333333,47.61904762,50.00%,0.000999212,33.0022810308,low
430,"[-53, -89, -1, -50, -67]",-1,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
431,"[-81, -58, -47, -89, -11, -17, -78, -60, -74]",-11,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
432,"[-64, -2]",-2,93.75,52.38095238,50.00%,0.000996113,34.514186102699995,low
433,"[-25, -69, -2, -52, -20, -39, -77, -15]",-2,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
434,"[-4, -17, -30, -27, -15, -57, -45]",-4,93.33333333,47.61904762,50.00%,0.000998974,33.0022810546,low
435,"[-4, -89, -96, -76, -7, -62, -15, -6, -65, -56]",-4,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
436,"[-55, -79, -100, -84]",-55,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
437,"[-63, -60, -30, -60, -55, -7, -94, -9]",-7,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
438,"[-29, -94]",-29,93.33333333,47.61904762,50.00%,0.000999451,33.0022810069,low
439,"[-39, -14, -54, -87, -9, -50, -2, -62]",-2,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
440,"[-79, -1, -25, -86, -72]",-1,94.11764706,52.38095238,50.00%,0.000942469,34.5877208791,mid
441,"[-76, -23, -61, -47, -11, -82, -33, -48, -62, -4]",-4,94.11764706,52.38095238,50.00%,0.00098896,34.58771623,mid
442,"[-64, -42, -55, -67, -4, -41, -12, -41]",-4,94.11764706,52.38095238,50.00%,0.00167799,34.58764732699999,mid
443,"[-86, -76, -58, -88, -65, -59, -21, -70, -94, -6]",-6,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
444,"[-2, -58, -9, -32, -6, -25, -29, -100, -11, -17]",-2,93.33333333,47.61904762,50.00%,0.001000643,33.0022808877,low
445,"[-91, -55, -35, -82, -40, -76, -29]",-29,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
446,"[-18, -83, -77, -86, -81, -7, -45, -47, -96, -54]",-7,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
447,"[-98, -39, -10, -80, -68]",-10,94.11764706,52.38095238,50.00%,5.89e-05,34.587809236,mid
448,"[-70, -17, -80, -30, -76, -87, -36]",-17,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
449,"[-48, -86, -18, -41, -71]",-18,94.11764706,52.38095238,50.00%,0.000530958,34.5877620302,mid
450,"[-28, -98, -99, -80]",-28,93.33333333,47.61904762,50.00%,0.001000643,33.0022808877,low
451,"[-56, -42]",-42,93.75,52.38095238,50.00%,0.000999928,34.51418572119999,low
452,[-72],-72,87.5,19.04761905,50.00%,0.000998259,23.2641858891,low
453,"[-7, -76]",-7,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
454,[-91],-91,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
455,"[-56, -32, -35]",-32,94.11764706,52.38095238,50.00%,0.000998259,34.587715300099994,mid
456,"[-87, -62, -29, -60, -65, -66, -60, -68, -13]",-13,94.11764706,52.38095238,50.00%,0.00100112,34.587715014,mid
457,"[-54, -54, -16, -43, -85, -97, -87, -40, -35]",-16,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
458,"[-3, -70, -61, -91, -76, -50, -68, -49, -35, -66]",-3,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
459,"[-34, -86]",-34,93.33333333,47.61904762,50.00%,0.000857353,33.0022952167,low
460,"[-70, -4, -74, -92]",-4,94.11764706,52.38095238,50.00%,0.001030445,34.587712081499994,mid
461,"[-69, -99, -92, -73, -13, -67, -81, -41, -87]",-13,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
462,[-65],-65,87.5,19.04761905,50.00%,0.001173258,23.2641683892,low
463,"[-95, -68]",-68,93.75,52.38095238,50.00%,0.000998974,34.5141858166,low
